time_stamp	px_est	py_est	v_est	yaw_angle_est	yaw_rate_est	sensor_type	px_meas	py_meas	NIS	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461700000	-24.9206	-5.94989	4.77758	2.20468	-0.562732	lidar	-25.146	-5.91902	2.78872	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0516	-5.74452	4.78934	2.17321	-0.56382	radar	-24.8975	-5.02285	1.86174	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1832	-5.57546	4.74357	2.15334	-0.555359	lidar	-25.1941	-5.64372	0.30313	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3364	-5.38834	4.77226	2.1448	-0.5229	radar	-25.5328	-5.4399	1.30874	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4826	-5.15775	4.83647	2.11608	-0.525333	lidar	-25.5713	-5.10241	0.63265	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6131	-4.98158	4.81736	2.11152	-0.487472	radar	-25.0178	-6.55904	6.39685	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7251	-4.81355	4.74523	2.09468	-0.479879	lidar	-25.6952	-4.89995	0.537102	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8465	-4.60677	4.75857	2.07596	-0.46911	radar	-25.8162	-4.40681	0.244221	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9605	-4.35702	4.82515	2.04334	-0.478535	lidar	-25.9516	-4.26659	0.52833	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0703	-4.13608	4.80426	2.00202	-0.520548	radar	-26.8953	-4.43966	11.0449	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1643	-3.84343	4.92297	1.95876	-0.538244	lidar	-26.1198	-3.67723	1.86328	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2387	-3.60493	4.90628	1.90954	-0.583531	radar	-26.5652	-3.85723	3.57165	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.268	-3.33854	4.9275	1.85895	-0.605375	lidar	-25.9974	-3.24722	4.34975	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3178	-3.09213	4.92635	1.81395	-0.631862	radar	-26.2976	-3.01078	0.563977	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3415	-2.86275	4.88714	1.77421	-0.640441	lidar	-26.1741	-2.87885	1.49985	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3987	-2.63693	4.86974	1.75102	-0.627398	radar	-26.4681	-3.44967	1.40499	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4723	-2.49843	4.70491	1.74458	-0.603942	lidar	-26.674	-2.73852	5.75781	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.527	-2.26417	4.72009	1.72656	-0.581716	radar	-26.657	-1.72382	0.987662	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5761	-2.07312	4.64963	1.70765	-0.572146	lidar	-26.6691	-2.17333	1.08623	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6067	-1.83876	4.6593	1.68707	-0.552671	radar	-26.3248	-1.32261	2.02042	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6053	-1.58537	4.6897	1.64881	-0.563212	lidar	-26.4671	-1.53207	1.18085	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6026	-1.35879	4.67036	1.60767	-0.587521	radar	-26.4998	-2.19526	1.65521	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6064	-1.13077	4.66	1.57821	-0.587709	lidar	-26.5998	-1.14277	0.0115936	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6352	-0.909618	4.64471	1.56252	-0.570663	radar	-27.2008	-1.67679	5.1134	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6467	-0.652256	4.69618	1.53874	-0.565306	lidar	-26.7355	-0.59539	0.623655	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6345	-0.409766	4.71617	1.50145	-0.586358	radar	-26.9891	0.0351487	2.2858	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5899	-0.103423	4.84848	1.46157	-0.595685	lidar	-26.4553	0.0602653	2.66377	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5703	0.137611	4.85356	1.43244	-0.59956	radar	-26.9537	0.136943	2.75617	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5466	0.438115	4.96908	1.40736	-0.593258	lidar	-26.6201	0.57588	1.49985	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.534	0.677316	4.94838	1.39754	-0.560285	radar	-26.8241	0.381506	1.81318	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5256	0.962494	5.02598	1.3838	-0.54508	lidar	-26.7293	1.06082	2.79795	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4874	1.22675	5.04309	1.37573	-0.503507	radar	-25.9562	2.60409	7.11709	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4299	1.4579	5.01468	1.34797	-0.506388	lidar	-26.3986	1.42212	0.132735	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3914	1.67334	4.9491	1.33501	-0.483888	radar	-26.5072	-0.563928	8.57989	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3363	1.87623	4.87883	1.3105	-0.4849	lidar	-26.3594	1.79315	0.472412	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2687	2.10713	4.87513	1.28311	-0.491536	radar	-26.3475	1.82827	0.214346	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2069	2.29198	4.78305	1.25834	-0.492605	lidar	-26.2502	2.18481	0.841278	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1445	2.5162	4.75994	1.24636	-0.467238	radar	-26.069	2.27896	0.868727	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0649	2.76099	4.79773	1.22448	-0.465375	lidar	-26.0641	2.80701	0.135511	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9709	2.98442	4.82095	1.18574	-0.499368	radar	-26.3234	3.02388	2.78325	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8674	3.27223	4.94547	1.16461	-0.494198	lidar	-25.8345	3.42005	1.46589	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7844	3.5032	4.94785	1.14586	-0.488794	radar	-26.1824	3.73376	2.14794	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6794	3.69944	4.89779	1.11771	-0.493122	lidar	-25.6666	3.63509	0.271029	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5632	3.90626	4.88375	1.0875	-0.501759	radar	-25.5773	3.13316	1.13148	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4979	4.07795	4.77852	1.07236	-0.493111	lidar	-25.7492	3.99968	3.79636	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3754	4.27789	4.76995	1.04339	-0.499344	radar	-25.3516	3.75691	0.590399	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2148	4.50151	4.82763	1.00957	-0.507492	lidar	-25.0214	4.52803	2.04392	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0648	4.69591	4.80427	0.984296	-0.495824	radar	-24.2719	4.30917	8.92967	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9469	4.8888	4.78259	0.963842	-0.491766	lidar	-25.0363	4.88499	0.42568	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7913	5.0789	4.78491	0.933985	-0.495756	radar	-24.3609	4.95947	2.30228	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6215	5.29857	4.85342	0.907645	-0.496169	lidar	-24.5041	5.35293	0.946119	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4495	5.479	4.88341	0.866537	-0.52542	radar	-24.4379	5.24592	0.926645	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2626	5.65245	4.88912	0.830179	-0.535597	lidar	-24.1159	5.61152	1.22357	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0972	5.81376	4.88042	0.794842	-0.552674	radar	-24.5638	4.75836	3.22502	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.924	5.97317	4.86116	0.764089	-0.556259	lidar	-23.9153	5.94377	0.0580182	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7813	6.15294	4.76866	0.767121	-0.497358	radar	-23.5491	6.44495	4.62154	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6151	6.30734	4.74797	0.741737	-0.498349	lidar	-23.6471	6.29102	0.0739777	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4676	6.47529	4.69899	0.734482	-0.469224	radar	-23.7544	6.53746	1.78805	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2373	6.71055	4.87265	0.720287	-0.455938	lidar	-23.0099	6.86182	4.4025	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0435	6.84951	4.83682	0.693512	-0.454295	radar	-22.7862	5.74143	5.55008	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8278	7.02637	4.90266	0.67132	-0.452436	lidar	-22.6991	7.063	0.996868	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6159	7.1627	4.91949	0.636786	-0.46968	radar	-22.418	6.76159	1.48595	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4317	7.30558	4.9006	0.616333	-0.466951	lidar	-22.5083	7.31524	0.31567	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2005	7.43856	4.98871	0.572527	-0.50567	radar	-22.0543	7.85452	2.42722	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0187	7.59982	4.99021	0.56266	-0.489806	lidar	-22.1947	7.69478	2.12752	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8347	7.76947	4.94654	0.567518	-0.442752	radar	-21.6178	9.0351	5.83992	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.627	7.91125	4.95781	0.549468	-0.438307	lidar	-21.6473	7.94	0.0710737	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4378	8.04304	4.91277	0.537478	-0.422583	radar	-21.8637	7.78661	1.69793	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2175	8.07219	4.81025	0.482672	-0.459304	lidar	-21.0853	7.83229	4.39086	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0284	8.21883	4.7352	0.49079	-0.405749	radar	-20.5503	9.28616	6.30727	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8499	8.37142	4.74238	0.491039	-0.384266	lidar	-21.0519	8.50983	3.21035	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.607	8.48604	4.83286	0.460926	-0.405305	radar	-19.9265	9.40847	4.4414	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3535	8.62988	4.92457	0.448721	-0.395175	lidar	-20.21	8.68914	1.40374	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1576	8.75578	4.8481	0.451807	-0.355373	radar	-20.2277	8.8532	1.95691	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9604	8.85529	4.81343	0.435614	-0.354361	lidar	-20.0633	8.86724	0.572628	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7649	8.96728	4.74197	0.434818	-0.323862	radar	-19.9264	8.78179	1.44705	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5436	9.03986	4.72392	0.408275	-0.33494	lidar	-19.4861	8.96665	0.483459	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3027	9.14825	4.79211	0.391508	-0.33842	radar	-18.5719	10.2069	4.55636	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0112	9.24781	4.90259	0.369133	-0.342271	lidar	-18.6786	9.19191	6.05849	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7963	9.32896	4.88079	0.351036	-0.344793	radar	-19.2825	8.98189	1.65567	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5373	9.43644	4.94787	0.339999	-0.337166	lidar	-18.4242	9.46852	0.798477	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2701	9.47172	5.02705	0.290029	-0.388852	radar	-18.1634	8.72444	5.54438	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9701	9.61084	5.17651	0.291189	-0.36465	lidar	-17.7736	9.72478	3.15774	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7241	9.70529	5.13516	0.291044	-0.331755	radar	-17.2296	9.97767	2.96465	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4459	9.8161	5.21636	0.286602	-0.317574	lidar	-17.3436	9.88109	0.910911	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1958	9.89673	5.22512	0.273818	-0.314748	radar	-17.1554	10.212	0.425728	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9212	10.0212	5.30514	0.277617	-0.293002	lidar	-16.8876	10.145	1.07149	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6639	10.0926	5.30713	0.263219	-0.292301	radar	-16.5958	10.1078	0.0372392	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4179	10.1951	5.31837	0.262734	-0.277453	lidar	-16.5153	10.3091	1.22301	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1578	10.2681	5.33815	0.248913	-0.28005	radar	-16.09	10.5824	0.473492	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9305	10.2827	5.25099	0.218411	-0.298485	lidar	-16.006	10.1843	1.00567	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6825	10.3487	5.22257	0.211743	-0.284367	radar	-15.7234	10.41	0.288465	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4709	10.3325	5.10323	0.173844	-0.310984	lidar	-15.5699	10.1904	1.96363	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1683	10.365	5.25123	0.141695	-0.343176	radar	-14.2385	10.9109	7.73153	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9087	10.4178	5.26218	0.131328	-0.33579	lidar	-14.9365	10.4722	0.208919	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6692	10.4495	5.14024	0.127476	-0.303582	radar	-14.724	9.63507	6.48847	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4328	10.4105	5.06908	0.0859434	-0.332995	lidar	-14.4088	10.222	2.1712	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.173	10.4346	5.07416	0.0719793	-0.328	radar	-13.9005	10.5238	0.546191	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8588	10.5906	5.2464	0.109412	-0.266628	lidar	-13.8049	10.9383	7.80861	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6059	10.6499	5.18298	0.119659	-0.225223	radar	-13.3956	10.7857	2.16176	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3601	10.6452	5.14689	0.0950491	-0.240169	lidar	-13.3556	10.5517	0.529623	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0973	10.6706	5.16525	0.0830183	-0.241352	radar	-12.9374	10.8137	0.208294	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8405	10.7646	5.20023	0.0998744	-0.209798	lidar	-12.9591	11.0099	4.10804	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5756	10.8156	5.20217	0.103381	-0.189134	radar	-12.2518	11.2495	1.46027	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.347	10.7776	5.12148	0.0691475	-0.216608	lidar	-12.3713	10.6091	1.79834	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0929	10.8121	5.094	0.0707961	-0.195254	radar	-11.9352	10.9161	0.662195	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8448	10.8767	5.10582	0.0795107	-0.1754	lidar	-11.9451	11.0515	2.20053	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5676	10.898	5.14445	0.0719469	-0.17325	radar	-10.9703	10.9676	2.68674	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3412	10.9105	5.09101	0.0610687	-0.176201	lidar	-11.4548	10.9407	0.758819	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0735	10.849	5.2131	-0.000577584	-0.266403	radar	-11.3472	10.5111	9.29116	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7777	10.8241	5.26465	-0.0222504	-0.274622	lidar	-10.6009	10.6823	2.7088	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5221	10.8211	5.2447	-0.0330177	-0.269574	radar	-10.6563	10.8369	0.199747	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2909	10.814	5.19309	-0.0462192	-0.27004	lidar	-10.4142	10.8747	1.01524	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0474	10.8645	5.07114	-0.0177938	-0.198978	radar	-9.90413	11.2255	6.61922	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78439	10.913	5.10495	-0.00644391	-0.175695	lidar	-9.83445	11.1032	2.15508	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.55931	10.8902	5.03798	-0.0226515	-0.182141	radar	-10.195	10.3498	3.87906	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.29583	10.9181	5.06898	-0.0179813	-0.16712	lidar	-9.3066	11.0348	0.782936	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.05441	10.8961	5.02552	-0.0298805	-0.166314	radar	-9.2226	10.3527	2.56302	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.78624	10.9295	5.06763	-0.0214358	-0.148116	lidar	-8.78899	11.0707	1.14582	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.55135	10.8846	5.0197	-0.0435828	-0.162812	radar	-8.83914	10.0319	6.28154	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.39458	10.8029	4.83484	-0.0828604	-0.197471	lidar	-8.62045	10.6577	4.59726	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.14773	10.812	4.81866	-0.075067	-0.17017	radar	-7.91543	11.1157	1.56766	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.79717	10.8649	5.03061	-0.0495506	-0.131593	lidar	-7.51971	11.0005	6.03418	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.53668	10.8648	5.01306	-0.0423373	-0.10507	radar	-7.25987	10.6458	2.1727	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.25673	10.8547	5.06646	-0.0455103	-0.10238	lidar	-7.15631	10.815	0.649192	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.02388	10.8853	4.98152	-0.0214341	-0.0519996	radar	-7.39396	11.0181	3.90574	-6.97983	10.9064	5.2	-7.84874e-15
